intervention,outcome,term,estimate,std.error,statistic,p.value,conf.low,conf.high,var_name,value_level
career_planning,earnings_total_delta,earnings_total_before,-0.661668607,0.015509663,-42.66170242,0,-0.692067821,-0.631269393,earnings_total_before,
career_planning,income_total_delta,(Intercept),22027.93493,2599.038938,8.47541551,2.41E-17,16933.77249,27122.09737,NA,(Intercept)
career_planning,income_total_delta,txTRUE,1091.171771,302.9237559,3.602133372,3.16E-04,497.4358339,1684.907707,tx,TRUE
career_planning,income_total_delta,gender2Men,538.4865945,1400.443664,0.384511429,0.70060128,-2206.407836,3283.381025,gender2,Men
career_planning,income_total_delta,gender2Women,-4310.447229,1400.970202,-3.076758679,0.002093927,-7056.373684,-1564.520774,gender2,Women
career_planning,income_total_delta,age_in_years,41.13890559,12.32013321,3.339160778,8.41E-04,16.9912259,65.28658528,age_in_years,
career_planning,income_total_delta,marital3never married,355.0793299,338.9912063,1.047458823,0.294893751,-309.3494495,1019.508109,marital3,never married
career_planning,income_total_delta,marital3apart,-480.2801516,774.7004069,-0.619955982,0.535289968,-1998.706695,1038.146392,marital3,apart
career_planning,income_total_delta,marital3together,-407.6408714,486.8906395,-0.837232919,0.402466191,-1361.955164,546.6734213,marital3,together
career_planning,income_total_delta,education4Less HS,-7541.43418,1335.646137,-5.646281578,1.65E-08,-10159.32431,-4923.544052,education4,Less HS
career_planning,income_total_delta,education4High School,-7364.023623,1254.956834,-5.867949736,4.44E-09,-9823.761286,-4904.285961,education4,High School
career_planning,income_total_delta,education4Post HS,-4615.49725,1280.579129,-3.604226515,3.13E-04,-7125.455065,-2105.539436,education4,Post HS
career_planning,income_total_delta,education4University Degree,-3296.310115,1338.48416,-2.462718808,0.013792592,-5919.762818,-672.8574114,education4,University Degree
career_planning,income_total_delta,dependent41 dependent,1118.757261,439.7027963,2.544348753,0.010951548,256.9319786,1980.582544,dependent4,1 dependent
career_planning,income_total_delta,dependent42 dependents,819.0300583,553.3401834,1.48015648,0.13883863,-265.5265194,1903.586636,dependent4,2 dependents
career_planning,income_total_delta,dependent43+ dependents,485.3590677,697.356751,0.695998235,0.486433601,-881.4725379,1852.190673,dependent4,3+ dependents
career_planning,income_total_delta,disability2With Disability,-3299.265536,363.288804,-9.081660374,1.11E-19,-4011.318038,-2587.213034,disability2,With Disability
career_planning,income_total_delta,ethnicityCaucasian,-1180.33548,460.6920454,-2.562092165,0.01040766,-2083.300063,-277.3708968,ethnicity,Caucasian
career_planning,income_total_delta,ethnicityVisible Minority,503.6906933,1053.765315,0.477991339,0.632658737,-1561.708021,2569.089408,ethnicity,Visible Minority
career_planning,income_total_delta,ethnicityIndigenous,-5233.732738,683.2118483,-7.660482984,1.89E-14,-6572.840084,-3894.625393,ethnicity,Indigenous
career_planning,income_total_delta,immigrationborn in Canada,-1255.442654,443.9499932,-2.827892045,0.00468767,-2125.592518,-385.2927902,immigration,born in Canada
career_planning,income_total_delta,immigrationimmigrant,642.9611998,739.3599259,0.869618676,0.384513558,-806.1973739,2092.119773,immigration,immigrant
career_planning,income_total_delta,region7North Central,-482.6815271,1073.383329,-0.44968234,0.652941715,-2586.531897,1621.168843,region7,North Central
career_planning,income_total_delta,region7North East,2136.251043,1316.785484,1.622322746,0.104741404,-444.6718702,4717.173955,region7,North East
career_planning,income_total_delta,region7Edmonton,-506.270128,712.4499019,-0.71060453,0.47733309,-1902.684577,890.1443211,region7,Edmonton
career_planning,income_total_delta,region7Central,-1663.033846,787.0469064,-2.113004743,0.034605961,-3205.659748,-120.4079448,region7,Central
career_planning,income_total_delta,region7Calgary,-2459.451927,728.0035331,-3.378351636,7.30E-04,-3886.35177,-1032.552085,region7,Calgary
career_planning,income_total_delta,region7South,-2641.329986,806.6571943,-3.274414467,0.001059627,-4222.3924,-1060.267573,region7,South
career_planning,income_total_delta,year_before2013,2099.890106,1586.928719,1.323241605,0.1857619,-1010.518342,5210.298553,year_before,2013
career_planning,income_total_delta,year_before2014,957.2108388,1562.45067,0.612634278,0.540121345,-2105.220199,4019.641877,year_before,2014
career_planning,income_total_delta,year_before2015,3737.029253,1566.6736,2.385327265,0.017068128,666.3211987,6807.737307,year_before,2015
career_planning,income_total_delta,year_before2016,4591.257676,1598.116524,2.872917967,0.004068936,1458.920932,7723.594421,year_before,2016
career_planning,income_total_delta,year_before2017,5823.767915,1620.185378,3.594507144,3.25E-04,2648.175827,8999.360004,year_before,2017
career_planning,income_total_delta,spell_duration,-55.35233532,19.687375,-2.811565041,0.004932286,-93.93993965,-16.76473098,spell_duration,
career_planning,income_total_delta,income_total_before,-0.64401005,0.013877339,-46.40731543,0,-0.671209881,-0.616810219,income_total_before,
career_planning,income_taxable_delta,(Intercept),19232.06473,2574.217565,7.471033136,8.10E-14,14186.55262,24277.57683,NA,(Intercept)
career_planning,income_taxable_delta,txTRUE,1487.400797,303.9884201,4.892952161,9.97E-07,891.5780998,2083.223494,tx,TRUE
career_planning,income_taxable_delta,gender2Men,551.5540211,1451.063026,0.380103422,0.703870475,-2292.555256,3395.663299,gender2,Men
career_planning,income_taxable_delta,gender2Women,-3965.940356,1450.259869,-2.734641177,0.006247323,-6808.475432,-1123.405279,gender2,Women
career_planning,income_taxable_delta,age_in_years,10.75590961,12.43073665,0.865267274,0.386896812,-13.60855478,35.120374,age_in_years,
career_planning,income_taxable_delta,marital3never married,551.3045222,343.6409705,1.604303821,0.108654255,-122.2378775,1224.846922,marital3,never married
career_planning,income_taxable_delta,marital3apart,-238.9857269,773.5750508,-0.308936705,0.757371134,-1755.206552,1277.235099,marital3,apart
career_planning,income_taxable_delta,marital3together,-286.6486104,488.3316346,-0.586995783,0.557209542,-1243.787279,670.4900582,marital3,together
career_planning,income_taxable_delta,education4Less HS,-7885.891521,1324.118842,-5.955576851,2.61E-09,-10481.18794,-5290.595097,education4,Less HS
career_planning,income_taxable_delta,education4High School,-7704.236699,1237.105971,-6.227628739,4.78E-10,-10128.98635,-5279.487045,education4,High School
career_planning,income_taxable_delta,education4Post HS,-4625.366099,1263.816557,-3.659839771,2.53E-04,-7102.468975,-2148.263223,education4,Post HS
career_planning,income_taxable_delta,education4University Degree,-3671.568846,1316.133915,-2.789662059,0.00527857,-6251.214671,-1091.92302,education4,University Degree
career_planning,income_taxable_delta,dependent41 dependent,872.2170081,437.0602826,1.995644635,0.045978753,15.57109929,1728.862917,dependent4,1 dependent
career_planning,income_taxable_delta,dependent42 dependents,695.1243863,551.0312283,1.261497263,0.207136414,-384.9065985,1775.155371,dependent4,2 dependents
career_planning,income_taxable_delta,dependent43+ dependents,129.0199326,680.5887428,0.189571065,0.849646135,-1204.946079,1462.985945,dependent4,3+ dependents
career_planning,income_taxable_delta,disability2With Disability,-7370.356618,375.158684,-19.64597098,1.45E-85,-8105.674296,-6635.038941,disability2,With Disability
career_planning,income_taxable_delta,ethnicityCaucasian,-948.923591,461.2442276,-2.057312665,0.039662023,-1852.970461,-44.87672068,ethnicity,Caucasian
career_planning,income_taxable_delta,ethnicityVisible Minority,118.5395962,1030.984218,0.11497712,0.90846378,-1902.207764,2139.286957,ethnicity,Visible Minority
career_planning,income_taxable_delta,ethnicityIndigenous,-5058.572367,676.9013136,-7.473131261,7.98E-14,-6385.310953,-3731.833782,ethnicity,Indigenous
career_planning,income_taxable_delta,immigrationborn in Canada,-1135.281253,449.3340051,-2.526586549,0.011521166,-2015.983876,-254.5786305,immigration,born in Canada
career_planning,income_taxable_delta,immigrationimmigrant,915.2828411,744.7417018,1.228993675,0.219080731,-544.4241089,2374.989791,immigration,immigrant
career_planning,income_taxable_delta,region7North Central,442.0995301,1103.679101,0.400568906,0.688739481,-1721.131091,2605.330151,region7,North Central
career_planning,income_taxable_delta,region7North East,1899.531552,1296.065755,1.465613565,0.142760718,-640.7803254,4439.84343,region7,North East
career_planning,income_taxable_delta,region7Edmonton,510.7983318,702.721202,0.726886182,0.467299538,-866.5476929,1888.144357,region7,Edmonton
career_planning,income_taxable_delta,region7Central,-603.5933981,772.637694,-0.78121143,0.434682343,-2117.976988,910.7901915,region7,Central
career_planning,income_taxable_delta,region7Calgary,-1247.080445,717.8962928,-1.737131752,0.082370895,-2654.169917,160.0090273,region7,Calgary
career_planning,income_taxable_delta,region7South,-1712.069124,798.6814019,-2.143619621,0.032068826,-3277.498843,-146.6394049,region7,South
career_planning,income_taxable_delta,year_before2013,2960.19704,1506.827942,1.964522263,0.049475822,6.787536184,5913.606544,year_before,2013
career_planning,income_taxable_delta,year_before2014,1483.381975,1481.739387,1.001108554,0.316779819,-1420.853514,4387.617465,year_before,2014
career_planning,income_taxable_delta,year_before2015,4158.202659,1483.453431,2.803055742,0.0050643,1250.607612,7065.797706,year_before,2015
career_planning,income_taxable_delta,year_before2016,4984.345495,1512.715311,3.294965984,9.85E-04,2019.396644,7949.294347,year_before,2016
career_planning,income_taxable_delta,year_before2017,5861.623835,1539.779787,3.806793597,1.41E-04,2843.628131,8879.61954,year_before,2017
career_planning,income_taxable_delta,spell_duration,-180.5701109,19.76734969,-9.134765852,6.82E-20,-219.314467,-141.8257548,spell_duration,
career_planning,income_taxable_delta,income_taxable_before,-0.626333084,0.014040797,-44.60808659,0,-0.653853295,-0.598812873,income_taxable_before,
english_as_second,income_net_delta,(Intercept),17122.05485,3196.427639,5.356622074,8.52E-08,10856.99996,23387.10974,NA,(Intercept)
english_as_second,income_net_delta,txTRUE,583.9194856,467.0657331,1.250186953,0.211237891,-331.5376387,1499.37661,tx,TRUE
english_as_second,income_net_delta,gender2Men,4619.090996,1918.499307,2.407658413,0.016059272,858.7983134,8379.383678,gender2,Men
english_as_second,income_net_delta,gender2Women,-4128.83445,1891.156688,-2.183232344,0.029023954,-7835.535114,-422.1337851,gender2,Women
english_as_second,income_net_delta,age_in_years,-40.64712951,17.93955777,-2.265782135,0.023469549,-75.80898106,-5.485277964,age_in_years,
english_as_second,income_net_delta,marital3never married,1152.740712,542.5220622,2.124781262,0.033610411,89.38784369,2216.09358,marital3,never married
english_as_second,income_net_delta,marital3apart,1911.55795,904.6674105,2.112995259,0.034606773,138.3937728,3684.722126,marital3,apart
english_as_second,income_net_delta,marital3together,-1668.173018,586.017777,-2.846625279,0.004420572,-2816.778259,-519.5677773,marital3,together
english_as_second,income_net_delta,education4Less HS,-4354.074195,1298.705068,-3.352627401,8.01E-04,-6899.559172,-1808.589219,education4,Less HS
english_as_second,income_net_delta,education4High School,-4340.238205,1245.638755,-3.484347437,4.94E-04,-6781.712268,-1898.764142,education4,High School
english_as_second,income_net_delta,education4Post HS,-1467.043495,1316.090593,-1.114697956,0.264985948,-4046.60441,1112.517421,education4,Post HS
english_as_second,income_net_delta,education4University Degree,-1168.244558,1354.04642,-0.862780286,0.388262969,-3822.199568,1485.710451,education4,University Degree
english_as_second,income_net_delta,dependent41 dependent,976.4308239,646.5578855,1.510198616,0.130999912,-290.8341039,2243.695752,dependent4,1 dependent
english_as_second,income_net_delta,dependent42 dependents,-760.0937452,728.0813571,-1.043968147,0.296505846,-2187.146124,666.9586335,dependent4,2 dependents
english_as_second,income_net_delta,dependent43+ dependents,-272.6425103,678.3512599,-0.401919369,0.687745314,-1602.223016,1056.937996,dependent4,3+ dependents
english_as_second,income_net_delta,disability2With Disability,-2192.47339,655.6644958,-3.343895246,8.27E-04,-3477.587436,-907.3593449,disability2,With Disability
english_as_second,income_net_delta,ethnicityCaucasian,-465.1754389,716.7260278,-0.649028249,0.516323495,-1869.971171,939.6202928,ethnicity,Caucasian
english_as_second,income_net_delta,ethnicityVisible Minority,-776.1198664,1288.209112,-0.602479721,0.546857954,-3301.032584,1748.792851,ethnicity,Visible Minority
english_as_second,income_net_delta,ethnicityIndigenous,-5018.826856,1209.036535,-4.151096109,3.32E-05,-7388.559918,-2649.093795,ethnicity,Indigenous
english_as_second,income_net_delta,immigrationborn in Canada,-1001.672267,653.3953277,-1.533026369,0.125276527,-2282.338703,278.9941691,immigration,born in Canada
english_as_second,income_net_delta,immigrationimmigrant,551.9199151,609.1020344,0.906120623,0.364876958,-641.9308801,1745.77071,immigration,immigrant
english_as_second,income_net_delta,region7North Central,83.77199457,1010.669498,0.082887625,0.93394127,-1897.158154,2064.702144,region7,North Central
english_as_second,income_net_delta,region7North East,79.72145025,1280.20096,0.062272606,0.950346025,-2429.495146,2588.938046,region7,North East
english_as_second,income_net_delta,region7Edmonton,-55.74697623,819.4013715,-0.068033784,0.945759049,-1661.788203,1550.294251,region7,Edmonton
english_as_second,income_net_delta,region7Central,-607.9450438,1072.692838,-0.566746623,0.570889222,-2710.44204,1494.551952,region7,Central
english_as_second,income_net_delta,region7Calgary,-1558.674677,841.2170417,-1.852880528,0.063906156,-3207.475005,90.12565128,region7,Calgary
english_as_second,income_net_delta,region7South,-859.2185467,1021.479028,-0.841151432,0.400267663,-2861.335566,1142.898473,region7,South
english_as_second,income_net_delta,year_before2013,4966.017317,2092.860013,2.372837785,0.017656274,863.9745575,9068.060077,year_before,2013
english_as_second,income_net_delta,year_before2014,4870.028449,2049.371989,2.376351621,0.017489033,853.2229861,8886.833911,year_before,2014
english_as_second,income_net_delta,year_before2015,4758.902101,2007.646552,2.370388402,0.01777368,823.8792367,8693.924965,year_before,2015
english_as_second,income_net_delta,year_before2016,4902.936708,2034.332992,2.410095461,0.015952411,915.6079482,8890.265468,year_before,2016
english_as_second,income_net_delta,year_before2017,6351.756199,2075.065704,3.060990399,0.002207387,2284.590599,10418.9218,year_before,2017
english_as_second,income_net_delta,spell_duration,-39.63777982,28.09748205,-1.410723557,0.158333191,-94.7093432,15.43378355,spell_duration,
english_as_second,income_net_delta,income_net_before,-0.652596551,0.016557583,-39.41375776,0,-0.685049707,-0.620143396,income_net_before,
english_as_second,earnings_total_delta,(Intercept),18551.8816,3243.37574,5.719929818,1.07E-08,12194.80761,24908.9556,NA,(Intercept)
english_as_second,earnings_total_delta,txTRUE,-34.90527952,509.6933151,-0.068482906,0.945401537,-1033.913221,964.1026619,tx,TRUE
english_as_second,earnings_total_delta,gender2Men,2349.498272,1597.326247,1.470894426,0.141326801,-781.2895137,5480.286057,gender2,Men
english_as_second,earnings_total_delta,gender2Women,-4646.382655,1556.023173,-2.986062634,0.002827498,-7696.215684,-1596.549626,gender2,Women
english_as_second,earnings_total_delta,age_in_years,-124.6331127,19.05543046,-6.540556139,6.20E-11,-161.9820945,-87.28413085,age_in_years,
english_as_second,earnings_total_delta,marital3never married,2317.336398,601.9726609,3.849570835,1.18E-04,1137.459302,3497.213495,marital3,never married
english_as_second,earnings_total_delta,marital3apart,2064.905395,1024.416225,2.015689859,0.043838466,57.03141799,4072.779373,marital3,apart
english_as_second,earnings_total_delta,marital3together,-467.0032991,579.7518383,-0.805522757,0.42052242,-1603.327189,669.3205909,marital3,together
english_as_second,earnings_total_delta,education4Less HS,-4887.40876,1403.689693,-3.481829912,4.98E-04,-7638.665465,-2136.152055,education4,Less HS
english_as_second,earnings_total_delta,education4High School,-5826.705422,1348.195871,-4.32185378,1.55E-05,-8469.193251,-3184.217593,education4,High School
english_as_second,earnings_total_delta,education4Post HS,-2641.95059,1427.869445,-1.850274616,0.064280659,-5440.600038,156.6988582,education4,Post HS
english_as_second,earnings_total_delta,education4University Degree,-1997.079353,1469.332497,-1.359174562,0.174098226,-4876.997119,882.838413,education4,University Degree
english_as_second,earnings_total_delta,dependent41 dependent,623.1471303,704.4342349,0.884606539,0.376373698,-757.5564693,2003.85073,dependent4,1 dependent
english_as_second,earnings_total_delta,dependent42 dependents,290.6894058,806.2576065,0.360541598,0.71844388,-1289.589809,1870.968621,dependent4,2 dependents
english_as_second,earnings_total_delta,dependent43+ dependents,-1827.812582,733.5676749,-2.491675471,0.012717857,-3265.618241,-390.0069231,dependent4,3+ dependents
english_as_second,earnings_total_delta,disability2With Disability,-7344.604118,733.1971552,-10.01722943,1.36E-23,-8781.683551,-5907.524684,disability2,With Disability
english_as_second,earnings_total_delta,ethnicityCaucasian,-1488.283749,798.1663135,-1.864628616,0.062240112,-3052.703885,76.13638819,ethnicity,Caucasian
english_as_second,earnings_total_delta,ethnicityVisible Minority,-446.4366761,1470.192978,-0.303658556,0.761389467,-3328.040999,2435.167647,ethnicity,Visible Minority
english_as_second,earnings_total_delta,ethnicityIndigenous,-6083.627991,1499.502355,-4.057097991,4.98E-05,-9022.679214,-3144.576769,ethnicity,Indigenous
english_as_second,earnings_total_delta,immigrationborn in Canada,-46.95468491,725.099455,-0.064756199,0.948368409,-1468.162483,1374.253113,immigration,born in Canada
english_as_second,earnings_total_delta,immigrationimmigrant,1126.349445,616.5216252,1.826942314,0.067715194,-82.04388023,2334.742769,immigration,immigrant
english_as_second,earnings_total_delta,region7North Central,-391.7170524,1059.266445,-0.369800303,0.711533064,-2467.898079,1684.463974,region7,North Central
english_as_second,earnings_total_delta,region7North East,-2279.523039,1367.211649,-1.667278831,0.09546607,-4959.282131,400.2360521,region7,North East
english_as_second,earnings_total_delta,region7Edmonton,-505.7696191,986.7226052,-0.512575284,0.608251012,-2439.763433,1428.224195,region7,Edmonton
english_as_second,earnings_total_delta,region7Central,-741.6508821,1160.582178,-0.639033492,0.522804461,-3016.412544,1533.11078,region7,Central
english_as_second,earnings_total_delta,region7Calgary,-1163.378977,1010.095767,-1.151751165,0.24942958,-3143.184603,816.4266493,region7,Calgary
english_as_second,earnings_total_delta,region7South,-1066.8117,1240.347378,-0.860091068,0.389743517,-3497.914569,1364.291168,region7,South
english_as_second,earnings_total_delta,year_before2013,4667.695524,2276.077767,2.05076276,0.040295948,206.5427142,9128.848333,year_before,2013
english_as_second,earnings_total_delta,year_before2014,3667.87916,2232.399862,1.643020689,0.100385777,-707.6641801,8043.4225,year_before,2014
english_as_second,earnings_total_delta,year_before2015,4738.427981,2187.186147,2.166449338,0.030282202,451.5043241,9025.351639,year_before,2015
english_as_second,earnings_total_delta,year_before2016,5409.125378,2209.684766,2.447917214,0.014372334,1078.104028,9740.146728,year_before,2016
english_as_second,earnings_total_delta,year_before2017,5773.186282,2264.029647,2.549960549,0.01077686,1335.648001,10210.72456,year_before,2017
english_as_second,earnings_total_delta,spell_duration,-148.343399,27.52133791,-5.39012309,7.08E-08,-202.2857096,-94.40108832,spell_duration,
english_as_second,earnings_total_delta,earnings_total_before,-0.646798785,0.023821331,-27.15208459,5.07E-161,-0.693489016,-0.600108554,earnings_total_before,
english_as_second,income_total_delta,(Intercept),17550.43425,3242.307826,5.412945096,6.23E-08,11195.45338,23905.41512,NA,(Intercept)
english_as_second,income_total_delta,txTRUE,580.0801687,486.0631193,1.193425598,0.232709151,-372.6121697,1532.772507,tx,TRUE
english_as_second,income_total_delta,gender2Men,4574.657072,1932.278364,2.367493813,0.017913307,787.357192,8361.956952,gender2,Men
english_as_second,income_total_delta,gender2Women,-4356.976515,1904.135172,-2.288165556,0.022132587,-8089.115238,-624.8377909,gender2,Women
english_as_second,income_total_delta,age_in_years,-48.49389875,18.34624502,-2.64326017,0.008214092,-84.45286453,-12.53493297,age_in_years,
english_as_second,income_total_delta,marital3never married,1124.841036,557.258221,2.018527486,0.043542392,32.60503499,2217.077037,marital3,never married
english_as_second,income_total_delta,marital3apart,1930.569976,940.8786549,2.051879874,0.040187226,86.4311179,3774.708834,marital3,apart
english_as_second,income_total_delta,marital3together,-1733.598493,603.7799095,-2.871242428,0.004090564,-2917.017829,-550.1791574,marital3,together
english_as_second,income_total_delta,education4Less HS,-4568.83984,1326.19008,-3.445086724,5.71E-04,-7168.195929,-1969.483751,education4,Less HS
english_as_second,income_total_delta,education4High School,-4516.489577,1271.266299,-3.55274861,3.82E-04,-7008.194081,-2024.785074,education4,High School
english_as_second,income_total_delta,education4Post HS,-1452.867154,1345.666443,-1.079663657,0.280297884,-4090.39726,1184.662952,education4,Post HS
english_as_second,income_total_delta,education4University Degree,-841.9656336,1392.488267,-0.604648278,0.54541583,-3571.267346,1887.336078,education4,University Degree
english_as_second,income_total_delta,dependent41 dependent,1250.14561,674.0323437,1.854726441,0.063641967,-70.96974374,2571.260963,dependent4,1 dependent
english_as_second,income_total_delta,dependent42 dependents,-460.1381191,754.2614767,-0.6100512,0.541831033,-1938.503997,1018.227759,dependent4,2 dependents
english_as_second,income_total_delta,dependent43+ dependents,-186.6745716,699.8320662,-0.266741952,0.789669097,-1558.357839,1185.008696,dependent4,3+ dependents
english_as_second,income_total_delta,disability2With Disability,-2379.188621,679.564958,-3.501046652,4.64E-04,-3711.147997,-1047.229246,disability2,With Disability
english_as_second,income_total_delta,ethnicityCaucasian,-425.1578211,749.1692329,-0.567505715,0.570373532,-1893.542811,1043.227168,ethnicity,Caucasian
english_as_second,income_total_delta,ethnicityVisible Minority,-724.9848963,1324.413343,-0.54740078,0.584106188,-3320.858548,1870.888756,ethnicity,Visible Minority
english_as_second,income_total_delta,ethnicityIndigenous,-5178.562408,1231.972464,-4.203472529,2.63E-05,-7593.250297,-2763.87452,ethnicity,Indigenous
english_as_second,income_total_delta,immigrationborn in Canada,-1008.255791,681.2436713,-1.480022249,0.138874448,-2343.505474,326.9938929,immigration,born in Canada
english_as_second,income_total_delta,immigrationimmigrant,615.1891019,626.0863191,0.982594705,0.325812339,-611.9511925,1842.329396,immigration,immigrant
english_as_second,income_total_delta,region7North Central,105.8713806,1017.999165,0.103999477,0.917170236,-1889.425045,2101.167806,region7,North Central
english_as_second,income_total_delta,region7North East,-4.301778037,1284.403614,-0.003349242,0.997327712,-2521.755651,2513.152095,region7,North East
english_as_second,income_total_delta,region7Edmonton,4.967920957,828.0368165,0.005999638,0.995213037,-1617.998932,1627.934774,region7,Edmonton
english_as_second,income_total_delta,region7Central,-652.6329434,1075.026305,-0.607085557,0.543797258,-2759.703576,1454.43769,region7,Central
english_as_second,income_total_delta,region7Calgary,-1448.088348,849.8232913,-1.703987597,0.088390445,-3113.757078,217.5803822,region7,Calgary
english_as_second,income_total_delta,region7South,-761.8414779,1044.613897,-0.729304368,0.465819372,-2809.30325,1285.620295,region7,South
english_as_second,income_total_delta,year_before2013,5206.394817,2130.266712,2.444010784,0.01452888,1031.034262,9381.755372,year_before,2013
english_as_second,income_total_delta,year_before2014,5206.668537,2082.962522,2.499645809,0.012435355,1124.025036,9289.312039,year_before,2014
english_as_second,income_total_delta,year_before2015,4909.418663,2037.99081,2.408950344,0.016002545,914.9205137,8903.916812,year_before,2015
english_as_second,income_total_delta,year_before2016,5123.45128,2068.088915,2.47738443,0.013238642,1069.96031,9176.94225,year_before,2016
english_as_second,income_total_delta,year_before2017,6540.03803,2108.297557,3.102046962,0.001923087,2407.73741,10672.33865,year_before,2017
english_as_second,income_total_delta,spell_duration,-42.87362684,28.79663596,-1.488841506,0.136536256,-99.31554429,13.5682906,spell_duration,
english_as_second,income_total_delta,income_total_before,-0.644605388,0.017257793,-37.35155439,1.19E-300,-0.678430968,-0.610779808,income_total_before,
english_as_second,income_taxable_delta,(Intercept),18231.94863,3202.481051,5.693069948,1.26E-08,11955.02895,24508.86831,NA,(Intercept)
english_as_second,income_taxable_delta,txTRUE,461.1090189,483.9131778,0.952875516,0.340658366,-487.3693959,1409.587434,tx,TRUE
english_as_second,income_taxable_delta,gender2Men,3985.804631,1801.70853,2.212236088,0.026955458,454.4239429,7517.185319,gender2,Men
english_as_second,income_taxable_delta,gender2Women,-4024.246814,1758.564043,-2.288370919,0.022120634,-7471.063541,-577.4300878,gender2,Women
english_as_second,income_taxable_delta,age_in_years,-102.4591344,18.29456993,-5.60052162,2.15E-08,-138.3168161,-66.60145273,age_in_years,
english_as_second,income_taxable_delta,marital3never married,2257.337946,563.1000544,4.00876883,6.11E-05,1153.651848,3361.024044,marital3,never married
english_as_second,income_taxable_delta,marital3apart,2382.779476,969.1975992,2.458507407,0.013955402,483.1349846,4282.423968,marital3,apart
english_as_second,income_taxable_delta,marital3together,-940.1192544,582.5134248,-1.613901439,0.106555956,-2081.855903,201.6173941,marital3,together
english_as_second,income_taxable_delta,education4Less HS,-5438.092536,1474.13894,-3.68899592,2.25E-04,-8327.431015,-2548.754057,education4,Less HS
english_as_second,income_taxable_delta,education4High School,-6348.078067,1421.010065,-4.467299862,7.94E-06,-9133.283008,-3562.873126,education4,High School
english_as_second,income_taxable_delta,education4Post HS,-3118.944054,1485.610958,-2.099435278,0.035784212,-6030.767891,-207.1202165,education4,Post HS
english_as_second,income_taxable_delta,education4University Degree,-2822.759084,1520.410673,-1.856576736,0.063378056,-5802.790982,157.2728128,education4,University Degree
english_as_second,income_taxable_delta,dependent41 dependent,773.8587021,670.5853781,1.154004736,0.248504477,-540.5005375,2088.217942,dependent4,1 dependent
english_as_second,income_taxable_delta,dependent42 dependents,-431.4876939,757.7198501,-0.569455444,0.569049998,-1916.632045,1053.656657,dependent4,2 dependents
english_as_second,income_taxable_delta,dependent43+ dependents,-1492.527425,691.9787674,-2.156897718,0.031019017,-2848.818087,-136.2367623,dependent4,3+ dependents
english_as_second,income_taxable_delta,disability2With Disability,-7283.392144,658.2848035,-11.06419608,2.04E-28,-8573.642039,-5993.142249,disability2,With Disability
english_as_second,income_taxable_delta,ethnicityCaucasian,-1524.698709,724.9626663,-2.103141003,0.035459092,-2945.638399,-103.7590197,ethnicity,Caucasian
english_as_second,income_taxable_delta,ethnicityVisible Minority,-1188.831241,1323.333352,-0.898361126,0.368997956,-3782.588091,1404.92561,ethnicity,Visible Minority
english_as_second,income_taxable_delta,ethnicityIndigenous,-5960.098475,1427.856798,-4.174157018,3.00E-05,-8758.723136,-3161.473815,ethnicity,Indigenous
english_as_second,income_taxable_delta,immigrationborn in Canada,-937.799854,685.7580221,-1.367537563,0.171463837,-2281.897745,406.2980371,immigration,born in Canada
english_as_second,income_taxable_delta,immigrationimmigrant,548.3389363,618.609367,0.886405809,0.375403721,-664.1463994,1760.824272,immigration,immigrant
english_as_second,income_taxable_delta,region7North Central,920.0352319,1089.914253,0.844135426,0.39859831,-1216.216043,3056.286507,region7,North Central
english_as_second,income_taxable_delta,region7North East,-569.7816739,1245.44555,-0.45749224,0.647319531,-3010.877051,1871.313703,region7,North East
english_as_second,income_taxable_delta,region7Edmonton,668.6085837,830.866692,0.804712224,0.420990099,-959.9048753,2297.122043,region7,Edmonton
english_as_second,income_taxable_delta,region7Central,573.4039677,1104.109645,0.519336073,0.603529006,-1590.670528,2737.478463,region7,Central
english_as_second,income_taxable_delta,region7Calgary,-406.2159767,857.4384155,-0.47375528,0.635676772,-2086.810485,1274.378532,region7,Calgary
english_as_second,income_taxable_delta,region7South,-431.3647332,1064.391135,-0.405269002,0.685281754,-2517.590243,1654.860777,region7,South
english_as_second,income_taxable_delta,year_before2013,4808.086063,2062.558941,2.331126625,0.019751163,765.4339421,8850.738184,year_before,2013
english_as_second,income_taxable_delta,year_before2014,4313.4377,2021.351696,2.13393726,0.032853414,351.5525102,8275.32289,year_before,2014
english_as_second,income_taxable_delta,year_before2015,4605.639957,1975.140961,2.331803172,0.019715524,734.3286277,8476.951286,year_before,2015
english_as_second,income_taxable_delta,year_before2016,5198.653131,2003.161152,2.595224616,0.00945604,1272.42173,9124.884531,year_before,2016
english_as_second,income_taxable_delta,year_before2017,6722.492822,2058.863585,3.265147273,0.001094905,2687.083663,10757.90198,year_before,2017
english_as_second,income_taxable_delta,spell_duration,-122.0406234,27.37178354,-4.458628835,8.27E-06,-175.6898048,-68.39144196,spell_duration,
english_as_second,income_taxable_delta,income_taxable_before,-0.620736324,0.018173041,-34.15698636,2.09E-252,-0.656355807,-0.58511684,income_taxable_before,
exposure_course,income_net_delta,(Intercept),17855.47681,3181.302277,5.612631323,2.00E-08,11620.0679,24090.88572,NA,(Intercept)
exposure_course,income_net_delta,txTRUE,1678.137481,426.3873282,3.935711429,8.31E-05,842.410752,2513.86421,tx,TRUE
